poll_id,state,K,pollster,end_date,group,mode,candidate_sponsored,post_announcement,internal,dem_candidate,Y,did,sid,electors,pid,gid,mid,cid,hid,hyp
86989,Georgia,724,Morning Consult,2024-05-12,rv,Online Panel,None,FALSE,0,Biden,350,12,11,16,84,2,24,4,2,0
86989,Georgia,716,Morning Consult,2024-05-12,rv,Online Panel,None,FALSE,0,Harris,326,12,11,16,84,2,24,4,1,1
86990,Michigan,641,Morning Consult,2024-05-12,rv,Online Panel,None,FALSE,0,Biden,324,12,24,15,84,2,24,4,2,0
86990,Michigan,641,Morning Consult,2024-05-12,rv,Online Panel,None,FALSE,0,Harris,310,12,24,15,84,2,24,4,1,1
86992,North Carolina,641,Morning Consult,2024-05-12,rv,Online Panel,None,FALSE,0,Biden,296,12,37,16,84,2,24,4,2,0
86992,North Carolina,634,Morning Consult,2024-05-12,rv,Online Panel,None,FALSE,0,Harris,282,12,37,16,84,2,24,4,1,1
86993,Pennsylvania,764,Morning Consult,2024-05-12,rv,Online Panel,None,FALSE,0,Biden,374,12,42,19,84,2,24,4,2,0
86993,Pennsylvania,755,Morning Consult,2024-05-12,rv,Online Panel,None,FALSE,0,Harris,349,12,42,19,84,2,24,4,1,1
86953,National,1092,Beacon Research/Shaw & Co. Research,2024-05-13,rv,Live Phone,None,FALSE,0,Biden,540,13,55,0,12,2,10,4,2,0
86959,National,982,Redfield & Wilton Strategies,2024-05-13,lv,Online Panel,None,FALSE,0,Biden,497,13,55,0,105,1,24,4,2,0
86991,Nevada,432,Morning Consult,2024-05-13,rv,Online Panel,None,FALSE,0,Biden,216,13,32,6,84,2,24,4,2,0
86991,Nevada,418,Morning Consult,2024-05-13,rv,Online Panel,None,FALSE,0,Harris,202,13,32,6,84,2,24,4,1,1
86994,Wisconsin,645,Morning Consult,2024-05-13,rv,Online Panel,None,FALSE,0,Biden,319,13,53,10,84,2,24,4,2,0
86994,Wisconsin,624,Morning Consult,2024-05-13,rv,Online Panel,None,FALSE,0,Harris,284,13,53,10,84,2,24,4,1,1
87015,Arizona,469,Benenson Strategy Group/GS Strategy Group,2024-05-13,lv,Online Panel/Text-to-Web,None,FALSE,0,Biden,232,13,3,11,14,1,27,4,2,0
87016,Georgia,546,Benenson Strategy Group/GS Strategy Group,2024-05-13,lv,Online Panel/Text-to-Web,None,FALSE,0,Biden,264,13,11,16,14,1,27,4,2,0
87017,Michigan,558,Benenson Strategy Group/GS Strategy Group,2024-05-13,lv,Online Panel/Text-to-Web,None,FALSE,0,Biden,273,13,24,15,14,1,27,4,2,0
87018,Nevada,358,Benenson Strategy Group/GS Strategy Group,2024-05-13,lv,Online Panel/Text-to-Web,None,FALSE,0,Biden,161,13,32,6,14,1,27,4,2,0
87019,North Carolina,534,Benenson Strategy Group/GS Strategy Group,2024-05-13,lv,Online Panel/Text-to-Web,None,FALSE,0,Biden,246,13,37,16,14,1,27,4,2,0
87020,Pennsylvania,678,Benenson Strategy Group/GS Strategy Group,2024-05-13,lv,Online Panel/Text-to-Web,None,FALSE,0,Biden,328,13,42,19,14,1,27,4,2,0
87021,Wisconsin,452,Benenson Strategy Group/GS Strategy Group,2024-05-13,lv,Online Panel/Text-to-Web,None,FALSE,0,Biden,226,13,53,10,14,1,27,4,2,0
87023,South Dakota,407,Mason-Dixon Polling & Strategy,2024-05-13,rv,Live Phone,None,FALSE,0,Biden,157,13,45,3,78,2,10,4,2,0
86949,National,1316,YouGov,2024-05-14,rv,Online Panel,None,FALSE,0,Biden,650,14,55,0,154,2,24,4,2,0
86952,National,2952,Ipsos,2024-05-14,rv,Probability Panel,None,FALSE,0,Biden,1476,14,55,0,63,2,28,4,2,0
86958,National,1614,McLaughlin & Associates,2024-05-14,lv,Online Panel,REP,FALSE,0,Biden,809,14,55,0,80,1,24,2,2,0
86988,Arizona,852,Noble Predictive Insights,2024-05-14,rv,Online Panel,None,FALSE,0,Biden,411,14,3,11,88,2,24,4,2,0
86997,New Hampshire,468,University of Massachusetts Lowell Center for Public Opinion,2024-05-14,lv,Online Panel,None,FALSE,0,Biden,252,14,33,4,143,1,24,4,2,0
86965,National,900,McLaughlin & Associates,2024-05-15,lv,Online Panel,None,FALSE,0,Biden,430,15,55,0,80,1,24,4,2,0
86965,National,890,McLaughlin & Associates,2024-05-15,lv,Online Panel,None,FALSE,0,Harris,410,15,55,0,80,1,24,4,1,1
86995,National,684,Marquette University Law School,2024-05-15,lv,Probability Panel,None,FALSE,0,Biden,335,15,55,0,77,1,28,4,2,0
86996,New York,1013,Siena College,2024-05-15,rv,Live Phone/Online Panel/Text-to-Web,None,FALSE,0,Biden,560,15,36,28,114,2,15,4,2,0
86960,National,972,Echelon Insights,2024-05-16,lv,Online Panel,None,FALSE,0,Biden,471,16,55,0,32,1,24,4,2,0
86961,Washington,578,Public Policy Polling,2024-05-16,lv,IVR/Text,DEM,FALSE,0,Biden,338,16,51,12,99,1,8,1,2,0
86963,Florida,1169,YouGov,2024-05-16,lv,Online Panel,None,FALSE,0,Biden,531,16,10,30,154,1,24,4,2,0
86964,Arizona,1181,YouGov,2024-05-16,lv,Online Panel,None,FALSE,0,Biden,561,16,3,11,154,1,24,4,2,0
86967,National,1660,Harris Insights & Analytics,2024-05-16,rv,Online Panel,None,FALSE,0,Biden,780,16,55,0,53,2,24,4,2,0
87003,Arizona,490,Prime Group,2024-05-16,rv,Online Panel,DEM,FALSE,0,Biden,240,16,3,11,96,2,24,1,2,0
87004,Florida,486,Prime Group,2024-05-16,rv,Online Panel,DEM,FALSE,0,Biden,228,16,10,30,96,2,24,1,2,0
87005,Georgia,470,Prime Group,2024-05-16,rv,Online Panel,DEM,FALSE,0,Biden,230,16,11,16,96,2,24,1,2,0
87006,Michigan,482,Prime Group,2024-05-16,rv,Online Panel,DEM,FALSE,0,Biden,251,16,24,15,96,2,24,1,2,0
87007,Nevada,468,Prime Group,2024-05-16,rv,Online Panel,DEM,FALSE,0,Biden,234,16,32,6,96,2,24,1,2,0
87008,North Carolina,472,Prime Group,2024-05-16,rv,Online Panel,DEM,FALSE,0,Biden,231,16,37,16,96,2,24,1,2,0
87009,Pennsylvania,487,Prime Group,2024-05-16,rv,Online Panel,DEM,FALSE,0,Biden,248,16,42,19,96,2,24,1,2,0
87010,Wisconsin,488,Prime Group,2024-05-16,rv,Online Panel,DEM,FALSE,0,Biden,249,16,53,10,96,2,24,1,2,0
87031,National,1362,Cygnal,2024-05-16,lv,Unknown,None,FALSE,0,Biden,675,16,55,0,26,1,33,4,2,0
87033,Washington,306,Elway Research,2024-05-16,rv,Live Phone/Text-to-Web,None,FALSE,0,Biden,169,16,51,12,35,2,17,4,2,0
86986,North Carolina,735,Change Research,2024-05-18,lv,Text-to-Web/Online Ad,DEM,FALSE,0,Biden,359,18,37,16,21,1,32,1,2,0
87426,Michigan,534,KAConsulting,2024-05-19,rv,Live Phone/Online Panel,DEM,FALSE,0,Biden,264,19,24,15,66,2,12,1,2,0
87427,Pennsylvania,528,KAConsulting,2024-05-19,rv,Live Phone/Online Panel,DEM,FALSE,0,Biden,264,19,42,19,66,2,12,1,2,0
87428,Wisconsin,540,KAConsulting,2024-05-19,rv,Live Phone/Online Panel,DEM,FALSE,0,Biden,270,19,53,10,66,2,12,1,2,0
86980,New Hampshire,630,Praecones Analytica,2024-05-20,rv,Online Panel,None,FALSE,0,Biden,315,20,33,4,95,2,24,4,2,0
87001,National,1306,Quinnipiac University,2024-05-20,rv,Live Phone,None,FALSE,0,Biden,660,20,55,0,103,2,10,4,2,0
87028,Massachusetts,526,University of New Hampshire Survey Center,2024-05-20,lv,Probability Panel,None,FALSE,0,Biden,358,20,23,11,144,1,28,4,2,0
87029,Rhode Island,538,University of New Hampshire Survey Center,2024-05-20,lv,Probability Panel,None,FALSE,0,Biden,323,20,43,4,144,1,28,4,2,0
87030,New Hampshire,1140,University of New Hampshire Survey Center,2024-05-20,lv,Probability Panel,None,FALSE,0,Biden,593,20,33,4,144,1,28,4,2,0
86985,National,1264,YouGov,2024-05-21,rv,Online Panel,None,FALSE,0,Biden,624,21,55,0,154,2,24,4,2,0
87002,National,920,The Bullfinch Group,2024-05-21,rv,Online Panel,None,FALSE,0,Biden,450,21,55,0,130,2,24,4,2,0
87026,Arizona,442,Florida Atlantic University PolCom Lab/Mainstreet Research,2024-05-21,lv,IVR/Online Panel,None,FALSE,0,Biden,226,21,3,11,43,1,6,4,2,0
87027,Nevada,465,Florida Atlantic University PolCom Lab/Mainstreet Research,2024-05-21,lv,IVR/Online Panel,None,FALSE,0,Biden,212,21,32,6,43,1,6,4,2,0
87048,Michigan,670,Mitchell Research & Communications,2024-05-21,lv,Text-to-Web,None,FALSE,0,Biden,328,21,24,15,82,1,30,4,2,0
87049,Nevada,426,Iron Light,2024-05-21,lv,Online Panel,REP,FALSE,0,Biden,204,21,32,6,64,1,24,2,2,0
87053,Virginia,598,Roanoke College Institute for Policy and Opinion Research,2024-05-21,lv,Live Phone/Online Panel,None,FALSE,0,Biden,299,21,50,13,110,1,12,4,2,0
87261,Arizona,513,The Tyson Group,2024-05-21,lv,Live Phone/Text-to-Web,REP,FALSE,0,Biden,247,21,3,11,132,1,17,2,2,0
87262,Georgia,534,The Tyson Group,2024-05-21,lv,Live Phone/Text-to-Web,REP,FALSE,0,Biden,254,21,11,16,132,1,17,2,2,0
87263,Michigan,532,The Tyson Group,2024-05-21,lv,Live Phone/Text-to-Web,REP,FALSE,0,Biden,240,21,24,15,132,1,17,2,2,0
87264,Nevada,526,The Tyson Group,2024-05-21,lv,Live Phone/Text-to-Web,REP,FALSE,0,Biden,260,21,32,6,132,1,17,2,2,0
87265,Wisconsin,559,The Tyson Group,2024-05-21,lv,Live Phone/Text-to-Web,REP,FALSE,0,Biden,273,21,53,10,132,1,17,2,2,0
87054,Nebraska CD-2,316,Iron Light,2024-05-22,lv,Online Panel,REP,FALSE,0,Biden,168,22,30,1,64,1,24,2,2,0
87032,National,1100,Emerson College,2024-05-23,rv,IVR/Online Panel/Text-to-Web,None,FALSE,0,Biden,549,23,55,0,36,2,7,4,2,0
87047,National,900,McLaughlin & Associates,2024-05-23,lv,Online Panel,None,FALSE,0,Biden,440,23,55,0,80,1,24,4,2,0
87057,National,1100,Marist College,2024-05-23,rv,Live Phone/Online Panel/Text-to-Web,None,FALSE,0,Biden,561,23,55,0,75,2,15,4,2,0
87034,Nevada,546,The Tyson Group,2024-05-25,lv,Online Panel,None,FALSE,0,Biden,264,25,32,6,132,1,24,4,2,0
87056,National,751,Leger,2024-05-26,lv,Online Panel,None,FALSE,0,Biden,371,26,55,0,72,1,24,4,2,0
87223,National,820,Emerson College,2024-05-27,rv,Online Panel/Text-to-Web,None,FALSE,0,Biden,410,27,55,0,36,2,27,4,2,0
87051,National,1253,YouGov,2024-05-28,rv,Online Panel,None,FALSE,0,Biden,619,28,55,0,154,2,24,4,2,0
87069,New York,1000,Emerson College,2024-05-29,rv,IVR/Online Panel/Text-to-Web,None,FALSE,0,Biden,552,29,36,28,36,2,7,4,2,0
87108,Ohio,802,National Public Affairs,2024-05-29,lv,IVR/Live Phone/Text-to-Web,None,FALSE,0,Biden,369,29,39,17,86,1,5,4,2,0
87105,Massachusetts,525,University of Massachusetts Department of Political Science/YouGov,2024-05-30,a,Online Panel,None,FALSE,0,Biden,336,30,23,11,142,4,24,4,2,0
87390,National,6767,Lord Ashcroft Polls,2024-05-30,rv,Online Panel,None,FALSE,0,Biden,3587,30,55,0,73,2,24,4,2,0
87075,National,1708,Ipsos,2024-05-31,rv,Probability Panel,None,FALSE,0,Biden,875,31,55,0,63,2,28,4,2,0
87079,National,1006,Harris Insights & Analytics,2024-05-31,rv,Online Panel,None,FALSE,0,Biden,493,31,55,0,53,2,24,4,2,0
87083,National,1374,TIPP Insights,2024-05-31,rv,Online Panel,None,FALSE,0,Biden,687,31,55,0,126,2,24,4,2,0
87097,Michigan,592,Florida Atlantic University PolCom Lab/Mainstreet Research,2024-05-31,lv,IVR/Online Panel,None,FALSE,0,Biden,299,31,24,15,43,1,6,4,2,0
87098,Pennsylvania,849,Florida Atlantic University PolCom Lab/Mainstreet Research,2024-05-31,lv,IVR/Online Panel,None,FALSE,0,Biden,415,31,42,19,43,1,6,4,2,0
87099,Wisconsin,235,Florida Atlantic University PolCom Lab/Mainstreet Research,2024-05-31,lv,IVR/Online Panel,None,FALSE,0,Biden,116,31,53,10,43,1,6,4,2,0
87104,National,3772,SurveyMonkey,2024-05-31,a,Online Panel,None,FALSE,0,Biden,1768,31,55,0,123,4,24,4,2,0
87088,North Carolina,540,North Star Opinion Research,2024-06-02,lv,Live Phone,None,FALSE,0,Biden,246,33,37,16,89,1,10,4,2,0
87167,California,944,Public Policy Institute of California,2024-06-02,lv,Probability Panel,None,FALSE,0,Biden,604,33,5,54,98,1,28,4,2,0
87109,Georgia,1118,Quinnipiac University,2024-06-03,rv,Live Phone,None,FALSE,0,Biden,529,34,11,16,103,2,10,4,2,0
87110,Michigan,680,Mitchell Research & Communications,2024-06-03,lv,Text-to-Web,None,FALSE,0,Biden,338,34,24,15,82,1,30,4,2,0
87119,North Carolina,1212,East Carolina University Center for Survey Research,2024-06-03,rv,IVR/Online Panel/Text-to-Web,None,FALSE,0,Biden,573,34,37,16,31,2,7,4,2,0
87122,Virginia,1062,Beacon Research/Shaw & Co. Research,2024-06-03,rv,Live Phone/Text-to-Web,None,FALSE,0,Biden,531,34,50,13,12,2,17,4,2,0
87123,Florida,1032,Beacon Research/Shaw & Co. Research,2024-06-03,rv,Live Phone/Text-to-Web,None,FALSE,0,Biden,494,34,10,30,12,2,17,4,2,0
87124,Nevada,1015,Beacon Research/Shaw & Co. Research,2024-06-03,rv,Live Phone/Text-to-Web,None,FALSE,0,Biden,481,34,32,6,12,2,17,4,2,0
87125,Arizona,1062,Beacon Research/Shaw & Co. Research,2024-06-03,rv,Live Phone/Text-to-Web,None,FALSE,0,Biden,504,34,3,11,12,2,17,4,2,0
87157,National,747,Global Strategy Group/GBAO (Navigator Research),2024-06-03,lv,Online Panel,None,FALSE,0,Biden,390,34,55,0,50,1,24,4,2,0
87102,National,1316,YouGov,2024-06-04,rv,Online Panel,None,FALSE,0,Biden,658,35,55,0,154,2,24,4,2,0
87120,West Virginia,385,Kaplan Strategies,2024-06-04,lv,Online Panel/Text-to-Web,None,FALSE,0,Biden,130,35,52,4,68,1,27,4,2,0
87160,Arizona,564,Fabrizio Lee & Associates/Impact Research,2024-06-04,lv,Live Phone,None,FALSE,0,Biden,264,35,3,11,37,1,10,4,2,0
87113,National,1000,Emerson College,2024-06-05,rv,IVR/Online Panel,None,FALSE,0,Biden,502,36,55,0,36,2,6,4,2,0
87134,Minnesota,681,Mason-Dixon Polling & Strategy,2024-06-05,lv,Live Phone,None,FALSE,0,Biden,356,36,25,10,78,1,10,4,2,0
87243,Montana,450,"Fabrizio, Lee & Associates",2024-06-05,lv,Live Phone/Text-to-Web,REP,FALSE,0,Biden,180,36,28,4,39,1,17,2,2,0
87533,Nebraska,456,Global Strategy Group,2024-06-05,lv,Live Phone/Text-to-Web,IND,FALSE,0,Biden,204,36,56,2,49,1,17,3,2,0
87129,National,1115,YouGov,2024-06-06,rv,Online Panel,None,FALSE,0,Biden,570,37,55,0,154,2,24,4,2,0
87145,Ohio,1012,Marist College,2024-06-06,rv,Live Phone/Online Panel/Text,None,FALSE,0,Biden,466,37,39,17,75,2,14,4,2,0
87152,Pennsylvania,1086,Marist College,2024-06-06,rv,Live Phone/Online Panel/Text,None,FALSE,0,Biden,531,37,42,19,75,2,14,4,2,0
87155,National,1366,Cygnal,2024-06-06,lv,Unknown,None,FALSE,0,Biden,668,37,55,0,26,1,33,4,2,0
87168,National,2550,RMG Research,2024-06-06,rv,Unknown,None,FALSE,0,Biden,1260,37,55,0,104,2,33,4,2,0
87131,National,1346,YouGov,2024-06-07,lv,Online Panel,None,FALSE,0,Biden,666,38,55,0,154,1,24,4,2,0
87132,Utah,702,Harris Insights & Analytics,2024-06-07,rv,Online Panel,None,FALSE,0,Biden,214,38,48,6,53,2,24,4,2,0
87147,Florida,861,The Tyson Group,2024-06-09,lv,Live Phone/Text-to-Web,None,FALSE,0,Biden,378,40,10,30,132,1,17,4,2,0
87153,Florida,710,Florida Atlantic University PolCom Lab/Mainstreet Research,2024-06-09,lv,IVR/Online Panel,None,FALSE,0,Biden,332,40,10,30,43,1,6,4,2,0
87158,National,1206,Big Village,2024-06-09,lv,Online Panel,None,FALSE,0,Biden,605,40,55,0,16,1,24,4,2,0
87203,Texas,1020,YouGov,2024-06-09,rv,Online Panel,None,FALSE,0,Biden,468,40,47,40,154,2,24,4,2,0
87165,Wisconsin,440,J.L. Partners,2024-06-10,lv,Live Phone/Online Panel/Text,None,FALSE,0,Biden,220,41,53,10,65,1,14,4,2,0
87344,National,649,SSRS,2024-06-10,a,Probability Panel,None,FALSE,0,Biden,309,41,55,0,111,4,28,4,2,0
87150,National,1148,YouGov,2024-06-11,rv,Online Panel,None,FALSE,0,Biden,560,42,55,0,154,2,24,4,2,0
87161,National,1026,Civiqs,2024-06-11,rv,Online Panel,DEM,FALSE,0,Biden,513,42,55,0,24,2,24,1,2,0
87173,Minnesota,552,McLaughlin & Associates,2024-06-11,lv,Live Phone/Text-to-Web,REP,FALSE,-1,Biden,270,42,25,10,80,1,17,2,2,0
87176,Arizona,335,Redfield & Wilton Strategies,2024-06-11,lv,Online Panel,None,FALSE,0,Biden,163,42,3,11,105,1,24,4,2,0
87177,Florida,346,Redfield & Wilton Strategies,2024-06-11,lv,Online Panel,None,FALSE,0,Biden,160,42,10,30,105,1,24,4,2,0
87178,Georgia,391,Redfield & Wilton Strategies,2024-06-11,lv,Online Panel,None,FALSE,0,Biden,184,42,11,16,105,1,24,4,2,0
87179,Michigan,434,Redfield & Wilton Strategies,2024-06-11,lv,Online Panel,None,FALSE,0,Biden,214,42,24,15,105,1,24,4,2,0
87180,North Carolina,444,Redfield & Wilton Strategies,2024-06-11,lv,Online Panel,None,FALSE,0,Biden,214,42,37,16,105,1,24,4,2,0
87181,Pennsylvania,393,Redfield & Wilton Strategies,2024-06-11,lv,Online Panel,None,FALSE,0,Biden,192,42,42,19,105,1,24,4,2,0
87196,North Carolina,552,Spry Strategies,2024-06-11,lv,IVR/Live Phone/Text,None,FALSE,0,Biden,264,42,37,16,119,1,4,4,2,0
87162,National,962,Echelon Insights,2024-06-12,lv,Online Panel,None,FALSE,0,Biden,486,43,55,0,32,1,24,4,2,0
87164,National,744,Ipsos,2024-06-12,rv,Probability Panel,None,FALSE,0,Biden,363,43,55,0,63,2,28,4,2,0
87166,Virginia,698,co/efficient,2024-06-12,lv,IVR/Text,REP,FALSE,-1,Biden,349,43,50,13,157,1,8,2,2,0
87182,National,924,Redfield & Wilton Strategies,2024-06-12,lv,Online Panel,None,FALSE,0,Biden,468,43,55,0,105,1,24,4,2,0
87192,National,1160,Marist College,2024-06-12,rv,Live Phone/Text/Online Panel,None,FALSE,0,Biden,580,43,55,0,75,2,21,4,2,0
87214,Montana,470,Public Opinion Strategies,2024-06-13,lv,Live Phone,REP,FALSE,-1,Biden,185,44,28,4,97,1,10,2,2,0
87175,Iowa,518,Selzer & Co.,2024-06-14,lv,Live Phone,None,FALSE,0,Biden,202,45,16,6,113,1,10,4,2,0
87195,New Mexico,494,Public Policy Polling,2024-06-14,v,IVR/Text,None,FALSE,0,Biden,266,45,35,5,99,3,8,4,2,0
87201,National,809,YouGov,2024-06-14,rv,Online Panel,None,FALSE,0,Biden,415,45,55,0,154,2,24,4,2,0
87237,Rhode Island,1058,Change Research,2024-06-14,lv,Text-to-Web/Online Ad,None,FALSE,0,Biden,580,45,43,4,21,1,32,4,2,0
87198,Minnesota,551,SurveyUSA,2024-06-16,lv,Online Panel,None,FALSE,0,Biden,294,47,25,10,124,1,24,4,2,0
87200,National,1074,Beacon Research/Shaw & Co. Research,2024-06-17,rv,Live Phone/Text-to-Web,None,FALSE,0,Biden,548,48,55,0,12,2,17,4,2,0
87205,New York,692,Siena College,2024-06-17,rv,Live Phone/Online Panel/Text-to-Web,None,FALSE,0,Biden,378,48,36,28,114,2,15,4,2,0
87224,National,942,Redfield & Wilton Strategies,2024-06-17,lv,Online Panel,None,FALSE,0,Biden,471,48,55,0,105,1,24,4,2,0
87323,National,1660,Innovative Research Group,2024-06-17,rv,Online Panel,None,FALSE,0,Biden,820,48,55,0,61,2,24,4,2,0
87204,National,1172,YouGov,2024-06-18,rv,Online Panel,None,FALSE,0,Biden,586,49,55,0,154,2,24,4,2,0
87207,Arizona,1000,Emerson College,2024-06-18,rv,IVR/Online Panel/Text-to-Web,None,FALSE,0,Biden,480,49,3,11,36,2,7,4,2,0
87208,Nevada,1000,Emerson College,2024-06-18,rv,IVR/Online Panel/Text-to-Web,None,FALSE,0,Biden,503,49,32,6,36,2,7,4,2,0
87209,Michigan,1000,Emerson College,2024-06-18,rv,IVR/Online Panel/Text-to-Web,None,FALSE,0,Biden,493,49,24,15,36,2,7,4,2,0
87210,Minnesota,1000,Emerson College,2024-06-18,rv,IVR/Online Panel/Text-to-Web,None,FALSE,0,Biden,510,49,25,10,36,2,7,4,2,0
87211,Pennsylvania,1000,Emerson College,2024-06-18,rv,IVR/Online Panel/Text-to-Web,None,FALSE,0,Biden,489,49,42,19,36,2,7,4,2,0
87212,Wisconsin,1000,Emerson College,2024-06-18,rv,IVR/Online Panel/Text-to-Web,None,FALSE,0,Biden,487,49,53,10,36,2,7,4,2,0
87213,Georgia,1000,Emerson College,2024-06-18,rv,IVR/Online Panel/Text-to-Web,None,FALSE,0,Biden,477,49,11,16,36,2,7,4,2,0
87238,Nevada,558,Fabrizio Lee & Associates/Impact Research,2024-06-18,lv,Live Phone/Text-to-Web,None,FALSE,0,Biden,270,49,32,6,37,1,17,4,2,0
87267,National,1814,YouGov,2024-06-18,rv,Online Panel,DEM,FALSE,0,Biden,907,49,55,0,154,2,24,1,2,0
87216,Missouri,1000,Emerson College,2024-06-19,rv,IVR/Online Panel,None,FALSE,0,Biden,433,50,27,10,36,2,6,4,2,0
87268,North Dakota,450,Public Opinion Strategies,2024-06-19,lv,Unknown,None,FALSE,0,Biden,140,50,38,3,97,1,33,4,2,0
87295,Pennsylvania,712,The Bullfinch Group,2024-06-19,rv,Unknown,None,FALSE,0,Biden,360,50,42,19,130,2,33,4,2,0
87219,Arizona,540,North Star Opinion Research,2024-06-20,lv,Live Phone,None,FALSE,0,Biden,252,51,3,11,89,1,10,4,2,0
